"id","name","year","region","country","state","description","status","url","notes","age_verification","parental_consent","hours_of_access","parental_account_access","data_privacy","targeted_ads","algorithms_and_platform_design","pornographic_content","blocking_foreign_apps","artificial_intelligence","phones_in_schools","media_literacy","parental_controls","establish_commissions","social_media_tax","reporting_abuse","child_labor","screentime_notifications"
"HB61","contract with minors",2023,"North America","USA","Louisiana","This bill enacts R.S. 9:2717.1, prohibiting an interactive computer service from entering into a contract or agreement, including creating an online account, with a minor without the consent of the minor's legal representative, and provides that any such contract entered into without that consent is a relative nullity.","passed","https://www.legis.la.gov/legis/ViewDocument.aspx?d=1330760","enacted",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SB162","Secure Online Interaction and Age Limitation Act",2023,"North America","USA","Louisiana","This bill creates the Secure Online Child Interaction and Age Limitation Act, requiring social media companies to make commercially reasonable efforts to verify users' ages and to obtain express parental or guardian consent before allowing a Louisiana resident under 16 to hold an account, while also prohibiting unconnected adults from direct messaging minor account holders, restricting targeted advertising and data collection involving minors, and requiring platforms to provide parents tools to supervise a minor's account settings, time limits, and notifications.","passed","https://www.legis.la.gov/Legis/ViewDocument.aspx?d=1333323","enacted",1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"HB37","Louisiana Kids Online Protection and Anti‑Grooming Act",2025,"North America","USA","Louisiana","This bill enacts the Kids Online Protection and Anti-Grooming Act, establishing a duty of care for covered platforms that contract with minors, requiring default privacy settings that prohibit adults from connecting with or directly messaging a minor without the minor's connection or legal representative's consent, bar disclosure of a minor's precise geolocation to non-guardians, restrict account visibility to connected accounts, and notify a legal representative when a minor is exposed to sexually explicit material or connects with another user. It also requires platforms to provide parental supervision tools to manage settings, view and block connected accounts, and limit microtransactions.","passed","https://www.legis.la.gov/legis/ViewDocument.aspx?d=1425492","enacted",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"HB570","Mandatory Age verification",2025,"North America","USA","Louisiana","This bill requires covered application store providers to verify users' age category at account creation and, for minors, to require affiliation with a parent account and obtain verifiable parental consent before allowing app downloads, purchases, or in-app purchases, while requiring developers to verify age category data shared by the application store and similarly obtain parental consent for minor accounts before such transactions.","passed","https://www.legis.la.gov/legis/ViewDocument.aspx?d=1427667","Enacted",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB295","Guidelines for User Age-Verification and Responsible Dialogue Act",2026,"North America","USA","Louisiana","This bill enacts the Guidelines for User Age-Verification and Responsible Dialogue Act, criminalizing the knowing or reckless design, development, or deployment of an AI chatbot capable of soliciting a minor into sexually explicit conduct, creating sexually explicit depictions involving a minor, or encouraging a minor toward suicide, self-harm, or violence.","pending","https://legiscan.com/LA/text/HB295/id/3373315","Introduced",1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"HB427","Provides relative to the duty of care for online platforms that contract with minors",2026,"North America","USA","Louisiana","This bill amends the Kids Online Protection and Anti-Grooming Act by replacing the term ""sexually explicit material"" with ""material harmful to minors"" (cross-referencing R.S. 51:2121) and updating the definition of ""minor"" to align with R.S. 9:2717.2, along with other technical and conforming changes to definitions. It also revises the required default privacy settings for minors, allowing a legal representative to either consent to adult connections or instead access a list of the minor's connections and direct-message contacts, and changing the visibility restriction so minor accounts are set to private mode where only connected users can view or respond to the minor's posted content.","pending","https://legiscan.com/LA/bill/HB427/2026","Introduced",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"HB1229","Social Media Use for Minors",2026,"North America","USA","Louisiana","This bill prohibits minors under 14 from holding social media accounts and requires platforms to terminate such accounts, while minors aged 14-15 may hold accounts only with parental consent; it also requires platforms to honor termination requests from minors or their confirmed parents/guardians and permanently delete the terminated account's personal information.","pending","https://legiscan.com/LA/text/HB1229/id/3408991","Introduced",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"SB0152","Social media usage amendments",2023,"North America","USA","Utah","This bill enacts the Utah Social Media Regulation Act, which prohibits a social media company from using a design or feature that it knows, or reasonably should know, causes a minor to have an addiction to its platform, and grants the Division of Consumer Protection authority to audit compliance and impose civil penalties of up to $250,000 per addictive practice plus up to $2,500 per affected minor.","passed","https://le.utah.gov/~2023/bills/static/HB0311.html","Enacted",1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"HB0372","Digital wellness, citizenship, and safe technology commission",2020,"North America","USA","Utah","This bill creates the Digital Wellness, Citizenship, and Safe Technology Commission, an 11-member body including legislators, the governor, the attorney general, and digital citizenship experts, tasked with identifying best practices and compiling resources to train every student, parent, and support network in digital citizenship and safe technology use.","passed","https://le.utah.gov/~2020/bills/static/HB0372.html","Enacted",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"HB0322","Child Actor Regulations",2025,"North America","USA","Utah","This bill regulates the employment of minors in entertainment and social media content, requiring that traditional performers earning $20,000 or more annually have 15% of gross earnings placed in a trust, and that ""qualifying minors"" featured in a content creator's social media receive a calculated share of earnings via a statutory formula, also placed in trust until age 18.","passed","https://legiscan.com/UT/bill/HB0322/2025","Enacted",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
"SB142","App Store Accountability Act",2025,"North America","USA","Utah","This bill, the App Store Accountability Act, requires app store providers to verify users' age category, require minor accounts to be affiliated with a parent account, and obtain verifiable parental consent before minors can download apps, make purchases, or be subject to significant changes to terms or content.","passed","https://le.utah.gov/~2025/bills/static/SB0142.html","Enacted",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"SB0073","Online Age Verification Amendments",2026,"North America","USA","Utah","This bill imposes a 2% excise tax on commercial entities required to perform age verification for online material harmful to minors, with 90% of revenue funding mental health treatment, education, and prevention programs for minors through a new Minor Mental Health Restricted Account, and 10% funding age-verification enforcement through a new Minor Online Safety Restricted Account.","passed","https://legiscan.com/UT/text/SB0073/id/3392690","Enacted",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"HB0438","Artifical Intelligence Amendments",2026,"North America","USA","Utah","This bill enacts the Companion Chatbot Safety Act, requiring operators of AI companion chatbots to comply with the Utah Consumer Privacy Act, prevent chatbots from generating responses that encourage suicide or self-harm, refer distressed users to crisis resources, and clearly label advertisements. For minor users, operators must provide periodic break reminders and AI-disclosure notices, opt minors out of targeted advertising by default, avoid collecting unnecessary data or directing minors to harmful material, take reasonable steps to prevent chatbots from encouraging substance use, self-harm, disordered eating, or other risky behavior, and give parents tools to control data retention, set time limits, and disable access.","failed","https://legiscan.com/UT/text/HB0438/id/3386594","Failed",1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1
